"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"강원도 양양군 양양읍 월리","449-1","0449","0001","명지푸르미","84.7407","202211","14","13,000","1","2002","남대천로 99-14","","중개거래","강원 양양군"
"강원도 양양군 양양읍 월리","449-1","0449","0001","명지푸르미","31.5408","202211","23","6,000","8","2002","남대천로 99-14","","중개거래","강원 횡성군"
"강원도 영월군 영월읍 덕포리","505-11","0505","0011","금용","73.58","202211","14","5,800","14","1994","중리1길 108","","직거래","-"
"강원도 영월군 영월읍 덕포리","505-11","0505","0011","금용","73.58","202211","15","7,700","11","1994","중리1길 108","","중개거래","강원 영월군"
"강원도 영월군 영월읍 덕포리","797","0797","0000","영월덕포리코아루웰라움","69.7641","202211","9","19,500","18","2018","덕포하리2길 70","","직거래","-"
"강원도 영월군 영월읍 영흥리","850-3","0850","0003","J-클래식B동","59.5","202211","2","7,111","6","2009","금강공원길 15","","직거래","-"
"강원도 영월군 영월읍 영흥리","850-3","0850","0003","J-클래식B동","59.42","202211","4","7,460","3","2009","금강공원길 15","","직거래","-"
"강원도 영월군 영월읍 영흥리","850-3","0850","0003","J-클래식B동","59.5","202211","19","8,300","5","2009","금강공원길 15","","중개거래","강원 영월군"
"강원도 영월군 영월읍 영흥리","1049-16","1049","0016","삼호","44.67","202211","22","3,500","5","1990","단종로 88","","중개거래","강원 영월군"
"강원도 영월군 영월읍 영흥리","1049-16","1049","0016","삼호","44.67","202211","25","3,600","4","1990","단종로 88","","직거래","-"
"강원도 영월군 영월읍 영흥리","1049-16","1049","0016","삼호","44.67","202211","30","2,650","1","1990","단종로 88","","직거래","-"
"강원도 영월군 영월읍 영흥리","1137","1137","0000","영월코아루에듀타운","69.4673","202211","15","19,900","17","2021","봉래산로 114","","중개거래","강원 영월군"
"강원도 영월군 영월읍 영흥리","1137","1137","0000","영월코아루에듀타운","69.4673","202211","19","19,900","7","2021","봉래산로 114","","중개거래","강원 영월군"
"강원도 영월군 영월읍 하송리","26","0026","0000","다미아아파트","79.4678","202211","21","29,000","13","2017","제방안길 54","","중개거래","강원 영월군"
"강원도 영월군 영월읍 하송리","389","0389","0000","주공2","47.31","202211","6","7,000","1","1992","하송로 103-4","","중개거래","강원 영월군"
"강원도 영월군 영월읍 하송리","403","0403","0000","주공3","49.96","202211","3","8,200","1","1998","하송로 123-4","","중개거래","강원 영월군"
"강원도 원주시 개운동","322","0322","0000","개운현대","35.1","202211","11","6,700","7","1998","남원로606번길 2","","중개거래","강원 원주시"
"강원도 원주시 개운동","322","0322","0000","개운현대","35.1","202211","16","6,500","11","1998","남원로606번길 2","","중개거래","강원 원주시"
"강원도 원주시 개운동","118-26","0118","0026","덕산","84.047","202211","2","13,000","2","1992","치악로 1777","","중개거래","강원 원주시"
"강원도 원주시 개운동","546-3","0546","0003","서초","46.915","202211","1","6,500","3","1999","개운4길 75","","직거래","-"
"강원도 원주시 개운동","546-3","0546","0003","서초","59.755","202211","28","7,500","6","1999","개운4길 75","","중개거래","강원 원주시"
"강원도 원주시 개운동","581-1","0581","0001","원주개운휴먼시아1단지","84.9","202211","11","26,000","5","2010","개운로 30","","직거래","-"
"강원도 원주시 개운동","581-1","0581","0001","원주개운휴먼시아1단지","84.9","202211","23","24,000","15","2010","개운로 30","","직거래","-"
"강원도 원주시 개운동","581-1","0581","0001","원주개운휴먼시아1단지","46.96","202211","25","16,000","6","2010","개운로 30","","중개거래","강원 원주시"
"강원도 원주시 개운동","328-1","0328","0001","원흥3단지","59.9","202211","3","8,300","14","1993","치악로1735번길 56","","중개거래","강원 원주시"
"강원도 원주시 개운동","328-1","0328","0001","원흥3단지","84.261","202211","14","15,500","8","1993","치악로1735번길 56","","중개거래","강원 원주시"
"강원도 원주시 개운동","328-1","0328","0001","원흥3단지","84.261","202211","25","13,000","12","1993","치악로1735번길 56","","중개거래","강원 원주시"
"강원도 원주시 개운동","433-9","0433","0009","원흥아파트1단지","70.504","202211","15","9,000","2","1990","송림길 3","","직거래","-"
"강원도 원주시 관설동","1774-3","1774","0003","청솔5차","59.85","202211","9","10,500","11","2001","시청로 524","","중개거래","강원 원주시"
"강원도 원주시 관설동","1713-1","1713","0001","청솔6차","59.85","202211","8","12,800","10","2002","단관초교길 9","","직거래","-"
"강원도 원주시 관설동","1713-1","1713","0001","청솔6차","59.85","202211","21","10,600","2","2002","단관초교길 9","","중개거래","강원 원주시"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","59.85","202211","2","13,000","11","2002","나비허리길 188","","중개거래","강원 원주시"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","59.85","202211","12","13,470","14","2002","나비허리길 188","","중개거래","강원 원주시"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","59.85","202211","17","12,800","8","2002","나비허리길 188","","중개거래","강원 원주시"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","59.85","202211","25","13,700","13","2002","나비허리길 188","","중개거래","강원 원주시"
"강원도 원주시 관설동","1774-2","1774","0002","현진에버빌4차","84.976","202211","9","24,000","11","2004","시청로 494","","중개거래","강원 원주시"
"강원도 원주시 관설동","1774-2","1774","0002","현진에버빌4차","84.976","202211","28","20,000","3","2004","시청로 494","","직거래","-"
"강원도 원주시 단계동","807","0807","0000","단계롯데","76.54","202211","7","16,400","13","1993","백간길 53","","중개거래","강원 원주시"
"강원도 원주시 단계동","808","0808","0000","단계삼익","84.75","202211","12","20,000","11","1993","봉화로 74","","중개거래","강원 원주시"
"강원도 원주시 단계동","806","0806","0000","단계은행","39.6","202211","28","8,900","8","1994","원문로 175","","중개거래","강원 원주시"
"강원도 원주시 단계동","792","0792","0000","단계주공","47.57","202211","3","18,000","1","1984","서원대로 205","","직거래","-"
"강원도 원주시 단계동","111-47","0111","0047","동보렉스4","73","202211","3","11,800","6","1991","원문로 160","","중개거래","강원 원주시"
"강원도 원주시 단계동","808-1","0808","0001","라이프타운","134.76","202211","17","26,000","9","1993","백간길 72","","중개거래","강원 원주시"
"강원도 원주시 단계동","808-1","0808","0001","라이프타운","134.76","202211","25","20,000","6","1993","백간길 72","","중개거래","강원 원주시"
"강원도 원주시 단계동","808-1","0808","0001","라이프타운","101.67","202211","26","23,000","12","1993","백간길 72","","중개거래","강원 원주시"
"강원도 원주시 단계동","1095-1","1095","0001","봉화산e-편한세상","84.98","202211","10","31,500","14","2006","봉화로 67","","중개거래","강원 원주시"
"강원도 원주시 단계동","1095-1","1095","0001","봉화산e-편한세상","116.55","202211","30","38,000","19","2006","봉화로 67","","중개거래","강원 원주시"
"강원도 원주시 단계동","1084-1","1084","0001","성일","114.99","202211","16","17,800","4","1995","모래내길 50","","중개거래","강원 원주시"
"강원도 원주시 단계동","1218","1218","0000","원주봉화산벨라시티2차아파트","84.9911","202211","27","32,400","14","2018","백간길 17-14","","직거래","-"
"강원도 원주시 단계동","1221","1221","0000","원주봉화산벨라시티3차아파트","84.9905","202211","19","37,500","16","2020","서원대로 35","","중개거래","강원 원주시"
"강원도 원주시 단계동","880","0880","0000","코오롱","59.73","202211","14","15,000","5","1994","로아노크로 15","","직거래","-"
"강원도 원주시 단계동","880","0880","0000","코오롱","84.59","202211","29","17,000","5","1994","로아노크로 15","","직거래","-"
"강원도 원주시 단계동","507","0507","0000","현대3차","84.93","202211","2","16,700","13","1992","원문로 176","","중개거래","강원 원주시"
"강원도 원주시 단구동","1461","1461","0000","개운2차한신휴플러스","59.808","202211","26","20,000","8","2006","서원대로 427","","중개거래","강원 원주시, 강원 홍천군"
"강원도 원주시 단구동","1461","1461","0000","개운2차한신휴플러스","59.808","202211","26","20,500","11","2006","서원대로 427","","중개거래","강원 원주시"
"강원도 원주시 단구동","1517-1","1517","0001","대림","59.901","202211","5","16,200","11","1997","남원로 524","","중개거래","강원 원주시"
"강원도 원주시 단구동","1517-1","1517","0001","대림","59.901","202211","9","14,500","1","1997","남원로 524","","중개거래","강원 원주시"
"강원도 원주시 단구동","1026-18","1026","0018","동보렉스5","52.47","202211","19","8,100","1","1991","남원로534번길 50","","중개거래","강원 원주시"
"강원도 원주시 단구동","1589-4","1589","0004","성일","55.585","202211","10","12,900","10","1998","단구로 418","","직거래","-"
"강원도 원주시 단구동","1589-4","1589","0004","성일","38.685","202211","10","8,500","7","1998","단구로 418","","직거래","-"
"강원도 원주시 단구동","1589-4","1589","0004","성일","38.685","202211","19","8,000","12","1998","단구로 418","","중개거래","강원 원주시"
"강원도 원주시 단구동","1589-4","1589","0004","성일","59.55","202211","27","14,400","12","1998","단구로 418","","중개거래","강원 원주시"
"강원도 원주시 단구동","1604-1","1604","0001","신성미소지움","84.974","202211","9","25,500","1","2006","나비허리길 57","","중개거래","강원 원주시"
"강원도 원주시 단구동","1721","1721","0000","원주단구내안애카운티에듀파크1단지","84.9317","202211","2","29,500","6","2020","오성마을길 63-1","","중개거래","강원 원주시"
"강원도 원주시 단구동","1721","1721","0000","원주단구내안애카운티에듀파크1단지","84.9317","202211","10","29,900","3","2020","오성마을길 63-1","","중개거래","강원 원주시"
"강원도 원주시 단구동","1721","1721","0000","원주단구내안애카운티에듀파크1단지","84.9317","202211","12","30,800","8","2020","오성마을길 63-1","","중개거래","강원 원주시"
"강원도 원주시 단구동","1721","1721","0000","원주단구내안애카운티에듀파크1단지","84.9024","202211","24","32,000","12","2020","오성마을길 63-1","","중개거래","강원 원주시"
"강원도 원주시 단구동","1711","1711","0000","원주단구내안애카운티에듀파크2단지","84.9317","202211","28","30,200","10","2020","오성마을길 63-1","","중개거래","강원 원주시"
"강원도 원주시 단구동","1702","1702","0000","중앙하이츠아파트","84.9748","202211","9","25,500","8","2008","단관공원길 111","","중개거래","강원 원주시"
